MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200505,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-05-05,2020-05-11,1
20200428,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-28,2020-05-04,1
20200421,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-21,2020-04-27,1
20200414,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-14,2020-04-20,1
20200407,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-04-07,2020-04-13,1
20200331,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200310,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200225,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200211,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200128,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200107,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20191231,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191119,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191112,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-12,2019-11-18,1
20191105,13235,Pulaski County,GA,91.43,8.57,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,13235,Pulaski County,GA,91.39,8.61,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,13235,Pulaski County,GA,0.00,100.00,100.00,71.75,0.00,0.00,2019-10-15,2019-10-21,1
20191008,13235,Pulaski County,GA,0.00,100.00,100.00,53.83,0.00,0.00,2019-10-08,2019-10-14,1
20191001,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,13235,Pulaski County,GA,15.28,84.72,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,13235,Pulaski County,GA,15.83,84.17,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,13235,Pulaski County,GA,99.44,0.56,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,13235,Pulaski County,GA,89.40,10.60,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,13235,Pulaski County,GA,39.68,60.32,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,13235,Pulaski County,GA,0.00,100.00,60.81,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,13235,Pulaski County,GA,1.15,98.85,47.80,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,13235,Pulaski County,GA,0.00,100.00,47.80,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,13235,Pulaski County,GA,0.00,100.00,47.80,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,13235,Pulaski County,GA,0.00,100.00,47.80,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,13235,Pulaski County,GA,0.00,100.00,23.19,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,13235,Pulaski County,GA,0.00,100.00,23.19,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,13235,Pulaski County,GA,0.00,100.00,20.43,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,13235,Pulaski County,GA,0.00,100.00,99.92,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,13235,Pulaski County,GA,0.00,100.00,40.88,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,13235,Pulaski County,GA,0.00,100.00,2.07,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,13235,Pulaski County,GA,0.00,100.00,65.11,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,13235,Pulaski County,GA,0.00,100.00,30.84,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,13235,Pulaski County,GA,31.90,68.10,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,13235,Pulaski County,GA,85.55,14.45,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181030,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181023,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181016,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181009,13235,Pulaski County,GA,33.11,66.89,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181002,13235,Pulaski County,GA,77.76,22.24,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,13235,Pulaski County,GA,87.97,12.03,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,13235,Pulaski County,GA,8.01,91.99,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180508,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180501,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180424,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180417,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180410,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180403,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2018-04-03,2018-04-09,1
20180327,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2018-03-27,2018-04-02,1
20180320,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2018-03-20,2018-03-26,1
20180313,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,13235,Pulaski County,GA,0.00,100.00,0.07,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,13235,Pulaski County,GA,0.00,100.00,3.25,0.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,13235,Pulaski County,GA,0.00,100.00,1.46,0.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,13235,Pulaski County,GA,0.00,100.00,1.46,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,13235,Pulaski County,GA,0.00,100.00,1.46,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,13235,Pulaski County,GA,0.00,100.00,1.63,0.00,0.00,0.00,2018-01-09,2018-01-15,1
20180102,13235,Pulaski County,GA,0.00,100.00,1.63,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20171226,13235,Pulaski County,GA,0.00,100.00,1.63,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,13235,Pulaski County,GA,0.00,100.00,1.63,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,13235,Pulaski County,GA,0.00,100.00,1.63,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,13235,Pulaski County,GA,81.63,18.37,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,13235,Pulaski County,GA,58.84,41.16,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,13235,Pulaski County,GA,1.18,98.82,41.23,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,13235,Pulaski County,GA,0.00,100.00,69.66,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,13235,Pulaski County,GA,0.00,100.00,19.52,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,13235,Pulaski County,GA,0.00,100.00,19.52,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,13235,Pulaski County,GA,0.00,100.00,19.52,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,13235,Pulaski County,GA,0.00,100.00,3.46,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,13235,Pulaski County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,13235,Pulaski County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2017-01-03,2017-01-09,1
20161227,13235,Pulaski County,GA,0.00,100.00,100.00,100.00,86.06,0.00,2016-12-27,2017-01-02,1
20161220,13235,Pulaski County,GA,0.00,100.00,100.00,100.00,86.06,0.00,2016-12-20,2016-12-26,1
20161213,13235,Pulaski County,GA,0.00,100.00,100.00,100.00,86.61,0.00,2016-12-13,2016-12-19,1
20161206,13235,Pulaski County,GA,0.00,100.00,100.00,100.00,86.61,0.00,2016-12-06,2016-12-12,1
20161129,13235,Pulaski County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2016-11-29,2016-12-05,1
20161122,13235,Pulaski County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2016-11-22,2016-11-28,1
20161115,13235,Pulaski County,GA,0.00,100.00,100.00,100.00,67.48,0.00,2016-11-15,2016-11-21,1
20161108,13235,Pulaski County,GA,0.00,100.00,100.00,76.60,0.00,0.00,2016-11-08,2016-11-14,1
20161101,13235,Pulaski County,GA,0.00,100.00,76.23,35.94,0.00,0.00,2016-11-01,2016-11-07,1
20161025,13235,Pulaski County,GA,0.00,100.00,76.23,35.94,0.00,0.00,2016-10-25,2016-10-31,1
20161018,13235,Pulaski County,GA,0.00,100.00,76.23,35.94,0.00,0.00,2016-10-18,2016-10-24,1
20161011,13235,Pulaski County,GA,1.92,98.08,76.23,0.00,0.00,0.00,2016-10-11,2016-10-17,1
20161004,13235,Pulaski County,GA,1.92,98.08,74.65,0.00,0.00,0.00,2016-10-04,2016-10-10,1
20160927,13235,Pulaski County,GA,2.14,97.86,73.84,0.00,0.00,0.00,2016-09-27,2016-10-03,1
20160920,13235,Pulaski County,GA,2.14,97.86,1.13,0.00,0.00,0.00,2016-09-20,2016-09-26,1
20160913,13235,Pulaski County,GA,2.14,97.86,1.13,0.00,0.00,0.00,2016-09-13,2016-09-19,1
20160906,13235,Pulaski County,GA,6.34,93.66,1.13,0.00,0.00,0.00,2016-09-06,2016-09-12,1
20160830,13235,Pulaski County,GA,0.00,100.00,93.36,5.00,0.00,0.00,2016-08-30,2016-09-05,1
20160823,13235,Pulaski County,GA,0.00,100.00,93.36,5.00,0.00,0.00,2016-08-23,2016-08-29,1
20160816,13235,Pulaski County,GA,0.00,100.00,90.96,0.00,0.00,0.00,2016-08-16,2016-08-22,1
20160809,13235,Pulaski County,GA,0.00,100.00,90.96,0.00,0.00,0.00,2016-08-09,2016-08-15,1
20160802,13235,Pulaski County,GA,0.00,100.00,90.96,0.00,0.00,0.00,2016-08-02,2016-08-08,1
20160726,13235,Pulaski County,GA,0.00,100.00,87.40,0.00,0.00,0.00,2016-07-26,2016-08-01,1
20160719,13235,Pulaski County,GA,0.00,100.00,79.64,0.00,0.00,0.00,2016-07-19,2016-07-25,1
20160712,13235,Pulaski County,GA,36.47,63.53,0.00,0.00,0.00,0.00,2016-07-12,2016-07-18,1
20160705,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-07-05,2016-07-11,1
20160628,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-06-21,2016-06-27,1
20160614,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,13235,Pulaski County,GA,93.01,6.99,0.00,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,13235,Pulaski County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,13235,Pulaski County,GA,47.76,52.24,0.00,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,13235,Pulaski County,GA,22.38,77.62,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,13235,Pulaski County,GA,22.38,77.62,0.00,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,13235,Pulaski County,GA,26.77,73.23,0.00,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,13235,Pulaski County,GA,26.76,73.24,0.00,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,13235,Pulaski County,GA,0.00,100.00,0.22,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,13235,Pulaski County,GA,0.00,100.00,0.22,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,13235,Pulaski County,GA,0.00,100.00,0.22,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,13235,Pulaski County,GA,0.00,100.00,0.02,0.00,0.00,0.00,2015-09-08,2015-09-14,1
