MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20200331,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-31,2020-04-06,1
20200324,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-24,2020-03-30,1
20200317,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-17,2020-03-23,1
20200310,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-10,2020-03-16,1
20200303,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-03-03,2020-03-09,1
20200225,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-25,2020-03-02,1
20200218,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-18,2020-02-24,1
20200211,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-11,2020-02-17,1
20200204,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-02-04,2020-02-10,1
20200128,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-28,2020-02-03,1
20200121,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-21,2020-01-27,1
20200114,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-14,2020-01-20,1
20200107,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2020-01-07,2020-01-13,1
20191231,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-31,2020-01-06,1
20191224,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-12-24,2019-12-30,1
20191217,13257,Stephens County,GA,18.05,81.95,0.00,0.00,0.00,0.00,2019-12-17,2019-12-23,1
20191210,13257,Stephens County,GA,18.13,81.87,0.00,0.00,0.00,0.00,2019-12-10,2019-12-16,1
20191203,13257,Stephens County,GA,18.13,81.87,0.00,0.00,0.00,0.00,2019-12-03,2019-12-09,1
20191126,13257,Stephens County,GA,0.00,100.00,14.66,0.00,0.00,0.00,2019-11-26,2019-12-02,1
20191119,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2019-11-19,2019-11-25,1
20191112,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2019-11-12,2019-11-18,1
20191105,13257,Stephens County,GA,0.00,100.00,100.00,25.03,0.00,0.00,2019-11-05,2019-11-11,1
20191029,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,13257,Stephens County,GA,0.00,100.00,100.00,100.00,46.75,0.00,2019-10-22,2019-10-28,1
20191015,13257,Stephens County,GA,0.00,100.00,100.00,100.00,46.75,0.00,2019-10-15,2019-10-21,1
20191008,13257,Stephens County,GA,0.00,100.00,100.00,100.00,46.76,0.00,2019-10-08,2019-10-14,1
20191001,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,13257,Stephens County,GA,0.00,100.00,100.00,59.32,0.00,0.00,2019-09-24,2019-09-30,1
20190917,13257,Stephens County,GA,0.00,100.00,66.72,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,13257,Stephens County,GA,48.87,51.13,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20181030,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-10-30,2018-11-05,1
20181023,13257,Stephens County,GA,63.76,36.24,0.00,0.00,0.00,0.00,2018-10-23,2018-10-29,1
20181016,13257,Stephens County,GA,78.58,21.42,0.00,0.00,0.00,0.00,2018-10-16,2018-10-22,1
20181009,13257,Stephens County,GA,78.63,21.37,0.00,0.00,0.00,0.00,2018-10-09,2018-10-15,1
20181002,13257,Stephens County,GA,78.63,21.37,0.00,0.00,0.00,0.00,2018-10-02,2018-10-08,1
20180925,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-25,2018-10-01,1
20180918,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-18,2018-09-24,1
20180911,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-11,2018-09-17,1
20180904,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-09-04,2018-09-10,1
20180828,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-28,2018-09-03,1
20180821,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-21,2018-08-27,1
20180814,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-14,2018-08-20,1
20180807,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-08-07,2018-08-13,1
20180731,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-31,2018-08-06,1
20180724,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-24,2018-07-30,1
20180717,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-17,2018-07-23,1
20180710,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-10,2018-07-16,1
20180703,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-07-03,2018-07-09,1
20180626,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-26,2018-07-02,1
20180619,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-19,2018-06-25,1
20180612,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-12,2018-06-18,1
20180605,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-06-05,2018-06-11,1
20180529,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-29,2018-06-04,1
20180522,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-22,2018-05-28,1
20180515,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-15,2018-05-21,1
20180508,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-08,2018-05-14,1
20180501,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-05-01,2018-05-07,1
20180424,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-24,2018-04-30,1
20180417,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-17,2018-04-23,1
20180410,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-10,2018-04-16,1
20180403,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-04-03,2018-04-09,1
20180327,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-27,2018-04-02,1
20180320,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-20,2018-03-26,1
20180313,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-13,2018-03-19,1
20180306,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-03-06,2018-03-12,1
20180227,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-27,2018-03-05,1
20180220,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-20,2018-02-26,1
20180213,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2018-02-13,2018-02-19,1
20180206,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-02-06,2018-02-12,1
20180130,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-30,2018-02-05,1
20180123,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-23,2018-01-29,1
20180116,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-16,2018-01-22,1
20180109,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-09,2018-01-15,1
20180102,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2018-01-02,2018-01-08,1
20171226,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-26,2018-01-01,1
20171219,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-19,2017-12-25,1
20171212,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-12,2017-12-18,1
20171205,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-12-05,2017-12-11,1
20171128,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-28,2017-12-04,1
20171121,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-21,2017-11-27,1
20171114,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-14,2017-11-20,1
20171107,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-11-07,2017-11-13,1
20171031,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-31,2017-11-06,1
20171024,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-24,2017-10-30,1
20171017,13257,Stephens County,GA,87.32,12.68,0.00,0.00,0.00,0.00,2017-10-17,2017-10-23,1
20171010,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-10,2017-10-16,1
20171003,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-10-03,2017-10-09,1
20170926,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-26,2017-10-02,1
20170919,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-19,2017-09-25,1
20170912,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-09-12,2017-09-18,1
20170905,13257,Stephens County,GA,99.99,0.01,0.00,0.00,0.00,0.00,2017-09-05,2017-09-11,1
20170829,13257,Stephens County,GA,92.30,7.70,0.00,0.00,0.00,0.00,2017-08-29,2017-09-04,1
20170822,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-22,2017-08-28,1
20170815,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-15,2017-08-21,1
20170808,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-08,2017-08-14,1
20170801,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-08-01,2017-08-07,1
20170725,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-25,2017-07-31,1
20170718,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-18,2017-07-24,1
20170711,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-11,2017-07-17,1
20170704,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-07-04,2017-07-10,1
20170627,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-27,2017-07-03,1
20170620,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-20,2017-06-26,1
20170613,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-13,2017-06-19,1
20170606,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,13257,Stephens County,GA,43.02,56.98,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,13257,Stephens County,GA,0.00,100.00,57.05,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,13257,Stephens County,GA,0.00,100.00,100.00,51.98,0.00,0.00,2017-05-16,2017-05-22,1
20170509,13257,Stephens County,GA,0.00,100.00,100.00,51.98,0.00,0.00,2017-05-09,2017-05-15,1
20170502,13257,Stephens County,GA,0.00,100.00,100.00,52.34,0.00,0.00,2017-05-02,2017-05-08,1
20170425,13257,Stephens County,GA,0.00,100.00,100.00,56.83,0.00,0.00,2017-04-25,2017-05-01,1
20170418,13257,Stephens County,GA,0.00,100.00,100.00,78.19,8.93,0.00,2017-04-18,2017-04-24,1
20170411,13257,Stephens County,GA,0.00,100.00,100.00,78.19,8.93,0.00,2017-04-11,2017-04-17,1
20170404,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2017-04-04,2017-04-10,1
20170328,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2017-03-28,2017-04-03,1
20170321,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2017-03-21,2017-03-27,1
20170314,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2017-03-14,2017-03-20,1
20170307,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2017-03-07,2017-03-13,1
20170228,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2017-02-28,2017-03-06,1
20170221,13257,Stephens County,GA,0.00,100.00,100.00,100.00,59.83,0.00,2017-02-21,2017-02-27,1
20170214,13257,Stephens County,GA,0.00,100.00,100.00,100.00,59.83,0.00,2017-02-14,2017-02-20,1
20170207,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2017-01-17,2017-01-23,1
20170110,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2017-01-10,2017-01-16,1
20170103,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2017-01-03,2017-01-09,1
20161227,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,89.56,2016-12-27,2017-01-02,1
20161220,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,89.56,2016-12-20,2016-12-26,1
20161213,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,89.56,2016-12-13,2016-12-19,1
20161206,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,89.56,2016-12-06,2016-12-12,1
20161129,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,100.00,2016-11-29,2016-12-05,1
20161122,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,100.00,2016-11-22,2016-11-28,1
20161115,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,100.00,2016-11-15,2016-11-21,1
20161108,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2016-11-08,2016-11-14,1
20161101,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2016-11-01,2016-11-07,1
20161025,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2016-10-25,2016-10-31,1
20161018,13257,Stephens County,GA,0.00,100.00,100.00,100.00,83.91,0.00,2016-10-18,2016-10-24,1
20161011,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2016-10-11,2016-10-17,1
20161004,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2016-10-04,2016-10-10,1
20160927,13257,Stephens County,GA,0.00,100.00,100.00,1.67,0.00,0.00,2016-09-27,2016-10-03,1
20160920,13257,Stephens County,GA,0.00,100.00,100.00,1.67,0.00,0.00,2016-09-20,2016-09-26,1
20160913,13257,Stephens County,GA,0.00,100.00,100.00,1.67,0.00,0.00,2016-09-13,2016-09-19,1
20160906,13257,Stephens County,GA,0.00,100.00,100.00,1.67,0.00,0.00,2016-09-06,2016-09-12,1
20160830,13257,Stephens County,GA,0.00,100.00,100.00,1.67,0.00,0.00,2016-08-30,2016-09-05,1
20160823,13257,Stephens County,GA,0.00,100.00,100.00,33.32,0.00,0.00,2016-08-23,2016-08-29,1
20160816,13257,Stephens County,GA,0.00,100.00,100.00,84.71,0.00,0.00,2016-08-16,2016-08-22,1
20160809,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2016-08-09,2016-08-15,1
20160802,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2016-08-02,2016-08-08,1
20160726,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2016-07-26,2016-08-01,1
20160719,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2016-07-19,2016-07-25,1
20160712,13257,Stephens County,GA,0.00,100.00,100.00,100.00,100.00,0.00,2016-07-12,2016-07-18,1
20160705,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2016-07-05,2016-07-11,1
20160628,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2016-06-28,2016-07-04,1
20160621,13257,Stephens County,GA,0.00,100.00,100.00,100.00,0.00,0.00,2016-06-21,2016-06-27,1
20160614,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2016-06-14,2016-06-20,1
20160607,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2016-06-07,2016-06-13,1
20160531,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2016-05-31,2016-06-06,1
20160524,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2016-05-24,2016-05-30,1
20160517,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2016-05-17,2016-05-23,1
20160510,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2016-05-10,2016-05-16,1
20160503,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2016-05-03,2016-05-09,1
20160426,13257,Stephens County,GA,0.00,100.00,100.00,0.00,0.00,0.00,2016-04-26,2016-05-02,1
20160419,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2016-04-19,2016-04-25,1
20160412,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2016-04-12,2016-04-18,1
20160405,13257,Stephens County,GA,0.00,100.00,0.00,0.00,0.00,0.00,2016-04-05,2016-04-11,1
20160329,13257,Stephens County,GA,14.86,85.14,0.00,0.00,0.00,0.00,2016-03-29,2016-04-04,1
20160322,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-22,2016-03-28,1
20160315,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-15,2016-03-21,1
20160308,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-08,2016-03-14,1
20160301,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-03-01,2016-03-07,1
20160223,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-23,2016-02-29,1
20160216,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-16,2016-02-22,1
20160209,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-09,2016-02-15,1
20160202,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-02-02,2016-02-08,1
20160126,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-26,2016-02-01,1
20160119,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-19,2016-01-25,1
20160112,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-12,2016-01-18,1
20160105,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2016-01-05,2016-01-11,1
20151229,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-29,2016-01-04,1
20151222,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-22,2015-12-28,1
20151215,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-15,2015-12-21,1
20151208,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-08,2015-12-14,1
20151201,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-12-01,2015-12-07,1
20151124,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-24,2015-11-30,1
20151117,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-17,2015-11-23,1
20151110,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-10,2015-11-16,1
20151103,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-11-03,2015-11-09,1
20151027,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-27,2015-11-02,1
20151020,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-20,2015-10-26,1
20151013,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-13,2015-10-19,1
20151006,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-10-06,2015-10-12,1
20150929,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-09-29,2015-10-05,1
20150922,13257,Stephens County,GA,10.76,89.24,0.00,0.00,0.00,0.00,2015-09-22,2015-09-28,1
20150915,13257,Stephens County,GA,10.76,89.24,0.00,0.00,0.00,0.00,2015-09-15,2015-09-21,1
20150908,13257,Stephens County,GA,11.25,88.75,0.00,0.00,0.00,0.00,2015-09-08,2015-09-14,1
20150901,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-09-01,2015-09-07,1
20150825,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-08-25,2015-08-31,1
20150818,13257,Stephens County,GA,2.29,97.71,0.00,0.00,0.00,0.00,2015-08-18,2015-08-24,1
20150811,13257,Stephens County,GA,2.29,97.71,0.00,0.00,0.00,0.00,2015-08-11,2015-08-17,1
20150804,13257,Stephens County,GA,2.29,97.71,0.00,0.00,0.00,0.00,2015-08-04,2015-08-10,1
20150728,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-28,2015-08-03,1
20150721,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-21,2015-07-27,1
20150714,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-14,2015-07-20,1
20150707,13257,Stephens County,GA,100.00,0.00,0.00,0.00,0.00,0.00,2015-07-07,2015-07-13,1
20150630,13257,Stephens County,GA,1.90,98.10,0.00,0.00,0.00,0.00,2015-06-30,2015-07-06,1
