MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20240903,35021,Harding County,NM,40.05,59.95,4.25,0.00,0.00,0.00,2024-09-03,2024-09-09,1
20240827,35021,Harding County,NM,40.05,59.95,4.25,0.00,0.00,0.00,2024-08-27,2024-09-02,1
20240820,35021,Harding County,NM,40.26,59.74,4.25,0.00,0.00,0.00,2024-08-20,2024-08-26,1
20240813,35021,Harding County,NM,38.73,61.27,19.75,0.00,0.00,0.00,2024-08-13,2024-08-19,1
20240806,35021,Harding County,NM,0.00,100.00,53.29,0.00,0.00,0.00,2024-08-06,2024-08-12,1
20240730,35021,Harding County,NM,0.00,100.00,53.29,0.00,0.00,0.00,2024-07-30,2024-08-05,1
20240723,35021,Harding County,NM,0.00,100.00,53.29,0.00,0.00,0.00,2024-07-23,2024-07-29,1
20240716,35021,Harding County,NM,0.00,100.00,54.95,0.00,0.00,0.00,2024-07-16,2024-07-22,1
20240709,35021,Harding County,NM,0.00,100.00,54.95,0.00,0.00,0.00,2024-07-09,2024-07-15,1
20240702,35021,Harding County,NM,0.00,100.00,99.45,0.00,0.00,0.00,2024-07-02,2024-07-08,1
20240625,35021,Harding County,NM,0.00,100.00,99.45,0.00,0.00,0.00,2024-06-25,2024-07-01,1
20240618,35021,Harding County,NM,0.00,100.00,99.45,12.11,0.00,0.00,2024-06-18,2024-06-24,1
20240611,35021,Harding County,NM,0.00,100.00,99.45,12.11,0.00,0.00,2024-06-11,2024-06-17,1
20240604,35021,Harding County,NM,0.00,100.00,100.00,12.33,0.00,0.00,2024-06-04,2024-06-10,1
20240528,35021,Harding County,NM,0.00,100.00,100.00,12.33,0.00,0.00,2024-05-28,2024-06-03,1
20240521,35021,Harding County,NM,0.00,100.00,100.00,12.33,0.00,0.00,2024-05-21,2024-05-27,1
20240514,35021,Harding County,NM,0.00,100.00,100.00,28.59,0.00,0.00,2024-05-14,2024-05-20,1
20240507,35021,Harding County,NM,0.00,100.00,100.00,28.59,0.00,0.00,2024-05-07,2024-05-13,1
20240430,35021,Harding County,NM,0.00,100.00,100.00,28.59,0.00,0.00,2024-04-30,2024-05-06,1
20240423,35021,Harding County,NM,0.00,100.00,100.00,28.59,0.00,0.00,2024-04-23,2024-04-29,1
20240416,35021,Harding County,NM,0.00,100.00,100.00,28.59,0.00,0.00,2024-04-16,2024-04-22,1
20240409,35021,Harding County,NM,0.00,100.00,100.00,28.59,0.00,0.00,2024-04-09,2024-04-15,1
20240402,35021,Harding County,NM,0.00,100.00,100.00,28.59,0.00,0.00,2024-04-02,2024-04-08,1
20240326,35021,Harding County,NM,0.00,100.00,100.00,28.59,0.00,0.00,2024-03-26,2024-04-01,1
20240319,35021,Harding County,NM,0.00,100.00,86.27,28.59,0.00,0.00,2024-03-19,2024-03-25,1
20240312,35021,Harding County,NM,0.00,100.00,86.27,28.99,0.00,0.00,2024-03-12,2024-03-18,1
20240305,35021,Harding County,NM,0.00,100.00,86.27,28.99,0.00,0.00,2024-03-05,2024-03-11,1
20240227,35021,Harding County,NM,0.00,100.00,86.27,28.99,0.00,0.00,2024-02-27,2024-03-04,1
20240220,35021,Harding County,NM,0.00,100.00,86.27,28.99,0.00,0.00,2024-02-20,2024-02-26,1
20240213,35021,Harding County,NM,0.00,100.00,86.27,28.99,0.00,0.00,2024-02-13,2024-02-19,1
20240206,35021,Harding County,NM,0.00,100.00,100.00,70.60,0.00,0.00,2024-02-06,2024-02-12,1
20240130,35021,Harding County,NM,0.00,100.00,100.00,70.60,0.00,0.00,2024-01-30,2024-02-05,1
20240123,35021,Harding County,NM,0.00,100.00,100.00,70.60,0.00,0.00,2024-01-23,2024-01-29,1
20240116,35021,Harding County,NM,0.00,100.00,100.00,70.60,0.00,0.00,2024-01-16,2024-01-22,1
20240109,35021,Harding County,NM,0.00,100.00,100.00,70.60,0.00,0.00,2024-01-09,2024-01-15,1
20240102,35021,Harding County,NM,0.00,100.00,100.00,70.60,0.00,0.00,2024-01-02,2024-01-08,1
20231226,35021,Harding County,NM,0.00,100.00,100.00,76.42,0.00,0.00,2023-12-26,2024-01-01,1
20231219,35021,Harding County,NM,0.00,100.00,100.00,76.42,0.00,0.00,2023-12-19,2023-12-25,1
20231212,35021,Harding County,NM,0.00,100.00,100.00,76.42,0.00,0.00,2023-12-12,2023-12-18,1
20231205,35021,Harding County,NM,0.00,100.00,100.00,76.42,0.00,0.00,2023-12-05,2023-12-11,1
20231128,35021,Harding County,NM,0.00,100.00,100.00,76.42,0.00,0.00,2023-11-28,2023-12-04,1
20231121,35021,Harding County,NM,0.00,100.00,100.00,76.36,0.00,0.00,2023-11-21,2023-11-27,1
20231114,35021,Harding County,NM,0.00,100.00,100.00,17.96,0.00,0.00,2023-11-14,2023-11-20,1
20231107,35021,Harding County,NM,0.00,100.00,100.00,17.96,0.00,0.00,2023-11-07,2023-11-13,1
20231031,35021,Harding County,NM,0.00,100.00,67.45,17.96,0.00,0.00,2023-10-31,2023-11-06,1
20231024,35021,Harding County,NM,0.00,100.00,67.54,17.96,0.00,0.00,2023-10-24,2023-10-30,1
20231017,35021,Harding County,NM,0.00,100.00,67.54,17.42,0.00,0.00,2023-10-17,2023-10-23,1
20231010,35021,Harding County,NM,0.00,100.00,67.54,17.42,0.00,0.00,2023-10-10,2023-10-16,1
20231003,35021,Harding County,NM,0.00,100.00,67.47,17.42,0.00,0.00,2023-10-03,2023-10-09,1
20230926,35021,Harding County,NM,0.00,100.00,100.00,17.42,0.00,0.00,2023-09-26,2023-10-02,1
20230919,35021,Harding County,NM,0.00,100.00,100.00,17.42,0.00,0.00,2023-09-19,2023-09-25,1
20230912,35021,Harding County,NM,0.00,100.00,92.55,17.42,0.00,0.00,2023-09-12,2023-09-18,1
20230905,35021,Harding County,NM,0.00,100.00,92.55,17.42,0.00,0.00,2023-09-05,2023-09-11,1
20230829,35021,Harding County,NM,0.00,100.00,90.06,0.00,0.00,0.00,2023-08-29,2023-09-04,1
20230822,35021,Harding County,NM,0.00,100.00,49.93,0.00,0.00,0.00,2023-08-22,2023-08-28,1
20230815,35021,Harding County,NM,0.00,100.00,25.85,0.00,0.00,0.00,2023-08-15,2023-08-21,1
20230808,35021,Harding County,NM,0.00,100.00,25.85,0.00,0.00,0.00,2023-08-08,2023-08-14,1
20230801,35021,Harding County,NM,0.39,99.61,25.85,0.00,0.00,0.00,2023-08-01,2023-08-07,1
20230725,35021,Harding County,NM,0.37,99.63,27.98,0.00,0.00,0.00,2023-07-25,2023-07-31,1
20230718,35021,Harding County,NM,0.00,100.00,27.98,0.00,0.00,0.00,2023-07-18,2023-07-24,1
20230711,35021,Harding County,NM,0.00,100.00,27.98,0.00,0.00,0.00,2023-07-11,2023-07-17,1
20230704,35021,Harding County,NM,0.00,100.00,28.74,0.00,0.00,0.00,2023-07-04,2023-07-10,1
20230627,35021,Harding County,NM,0.00,100.00,28.74,0.00,0.00,0.00,2023-06-27,2023-07-03,1
20230620,35021,Harding County,NM,0.00,100.00,76.90,0.00,0.00,0.00,2023-06-20,2023-06-26,1
20230613,35021,Harding County,NM,0.00,100.00,99.66,9.48,0.00,0.00,2023-06-13,2023-06-19,1
20230606,35021,Harding County,NM,0.00,100.00,99.42,9.48,0.00,0.00,2023-06-06,2023-06-12,1
20230530,35021,Harding County,NM,0.00,100.00,99.44,33.40,0.00,0.00,2023-05-30,2023-06-05,1
20230523,35021,Harding County,NM,0.00,100.00,100.00,77.07,2.04,0.00,2023-05-23,2023-05-29,1
20230516,35021,Harding County,NM,0.00,100.00,100.00,77.07,2.04,0.00,2023-05-16,2023-05-22,1
20230509,35021,Harding County,NM,0.00,100.00,100.00,77.07,2.04,0.00,2023-05-09,2023-05-15,1
20230502,35021,Harding County,NM,0.00,100.00,100.00,76.96,2.04,0.00,2023-05-02,2023-05-08,1
20230425,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.04,0.00,2023-04-25,2023-05-01,1
20230418,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.04,0.00,2023-04-18,2023-04-24,1
20230411,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.04,0.00,2023-04-11,2023-04-17,1
20230404,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.21,0.00,2023-04-04,2023-04-10,1
20230328,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.21,0.00,2023-03-28,2023-04-03,1
20230321,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.21,0.00,2023-03-21,2023-03-27,1
20230314,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.21,0.00,2023-03-14,2023-03-20,1
20230307,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.21,0.00,2023-03-07,2023-03-13,1
20230228,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.21,0.00,2023-02-28,2023-03-06,1
20230221,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.21,0.00,2023-02-21,2023-02-27,1
20230214,35021,Harding County,NM,0.00,100.00,100.00,76.33,2.21,0.00,2023-02-14,2023-02-20,1
20230207,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.17,0.00,2023-02-07,2023-02-13,1
20230131,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.17,0.00,2023-01-31,2023-02-06,1
20230124,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.17,0.00,2023-01-24,2023-01-30,1
20230117,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.17,0.00,2023-01-17,2023-01-23,1
20230110,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.17,0.00,2023-01-10,2023-01-16,1
20230103,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.25,0.00,2023-01-03,2023-01-09,1
20221227,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.25,0.00,2022-12-27,2023-01-02,1
20221220,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.25,0.00,2022-12-20,2022-12-26,1
20221213,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.25,0.00,2022-12-13,2022-12-19,1
20221206,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.25,0.00,2022-12-06,2022-12-12,1
20221129,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.25,0.00,2022-11-29,2022-12-05,1
20221122,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.25,0.00,2022-11-22,2022-11-28,1
20221115,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.25,0.00,2022-11-15,2022-11-21,1
20221108,35021,Harding County,NM,0.00,100.00,100.00,76.00,2.25,0.00,2022-11-08,2022-11-14,1
20221101,35021,Harding County,NM,0.00,100.00,100.00,75.85,2.25,0.00,2022-11-01,2022-11-07,1
20221025,35021,Harding County,NM,0.00,100.00,100.00,83.18,9.76,0.00,2022-10-25,2022-10-31,1
20221018,35021,Harding County,NM,0.00,100.00,100.00,86.37,9.76,0.00,2022-10-18,2022-10-24,1
20221011,35021,Harding County,NM,0.00,100.00,100.00,86.41,9.76,0.00,2022-10-11,2022-10-17,1
20221004,35021,Harding County,NM,0.00,100.00,100.00,100.00,10.59,0.00,2022-10-04,2022-10-10,1
20220927,35021,Harding County,NM,0.00,100.00,100.00,92.88,10.64,0.00,2022-09-27,2022-10-03,1
20220920,35021,Harding County,NM,0.00,100.00,100.00,93.35,10.64,0.00,2022-09-20,2022-09-26,1
20220913,35021,Harding County,NM,0.00,100.00,100.00,93.35,12.85,0.00,2022-09-13,2022-09-19,1
20220906,35021,Harding County,NM,0.00,100.00,100.00,93.35,12.85,0.00,2022-09-06,2022-09-12,1
20220830,35021,Harding County,NM,0.00,100.00,100.00,93.35,12.85,0.00,2022-08-30,2022-09-05,1
20220823,35021,Harding County,NM,0.00,100.00,100.00,100.00,33.83,0.00,2022-08-23,2022-08-29,1
20220816,35021,Harding County,NM,0.00,100.00,100.00,100.00,49.31,0.00,2022-08-16,2022-08-22,1
20220809,35021,Harding County,NM,0.00,100.00,100.00,100.00,54.10,0.59,2022-08-09,2022-08-15,1
20220802,35021,Harding County,NM,0.00,100.00,100.00,100.00,50.81,9.95,2022-08-02,2022-08-08,1
20220726,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,39.01,2022-07-26,2022-08-01,1
20220719,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,39.01,2022-07-19,2022-07-25,1
20220712,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,39.01,2022-07-12,2022-07-18,1
20220705,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,39.01,2022-07-05,2022-07-11,1
20220628,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,39.01,2022-06-28,2022-07-04,1
20220621,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,100.00,2022-06-21,2022-06-27,1
20220614,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,100.00,2022-06-14,2022-06-20,1
20220607,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,100.00,2022-06-07,2022-06-13,1
20220531,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,100.00,2022-05-31,2022-06-06,1
20220524,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,100.00,2022-05-24,2022-05-30,1
20220517,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,100.00,2022-05-17,2022-05-23,1
20220510,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,21.60,2022-05-10,2022-05-16,1
20220503,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,21.60,2022-05-03,2022-05-09,1
20220426,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,21.60,2022-04-26,2022-05-02,1
20220419,35021,Harding County,NM,0.00,100.00,100.00,100.00,100.00,0.00,2022-04-19,2022-04-25,1
20220412,35021,Harding County,NM,0.00,100.00,100.00,100.00,53.50,0.00,2022-04-12,2022-04-18,1
20220405,35021,Harding County,NM,0.00,100.00,100.00,100.00,41.07,0.00,2022-04-05,2022-04-11,1
20220329,35021,Harding County,NM,0.00,100.00,100.00,100.00,41.07,0.00,2022-03-29,2022-04-04,1
20220322,35021,Harding County,NM,0.00,100.00,100.00,100.00,41.07,0.00,2022-03-22,2022-03-28,1
20220315,35021,Harding County,NM,0.00,100.00,100.00,100.00,41.07,0.00,2022-03-15,2022-03-21,1
20220308,35021,Harding County,NM,0.00,100.00,100.00,100.00,41.07,0.00,2022-03-08,2022-03-14,1
20220301,35021,Harding County,NM,0.00,100.00,100.00,100.00,41.07,0.00,2022-03-01,2022-03-07,1
20220222,35021,Harding County,NM,0.00,100.00,100.00,100.00,41.07,0.00,2022-02-22,2022-02-28,1
20220215,35021,Harding County,NM,0.00,100.00,100.00,100.00,36.26,0.00,2022-02-15,2022-02-21,1
20220208,35021,Harding County,NM,0.00,100.00,100.00,100.00,36.26,0.00,2022-02-08,2022-02-14,1
20220201,35021,Harding County,NM,0.00,100.00,100.00,100.00,36.26,0.00,2022-02-01,2022-02-07,1
20220125,35021,Harding County,NM,0.00,100.00,100.00,100.00,36.26,0.00,2022-01-25,2022-01-31,1
20220118,35021,Harding County,NM,0.00,100.00,100.00,100.00,0.00,0.00,2022-01-18,2022-01-24,1
20220111,35021,Harding County,NM,0.00,100.00,100.00,100.00,0.00,0.00,2022-01-11,2022-01-17,1
20220104,35021,Harding County,NM,0.00,100.00,100.00,100.00,0.00,0.00,2022-01-04,2022-01-10,1
20211228,35021,Harding County,NM,0.00,100.00,100.00,100.00,0.00,0.00,2021-12-28,2022-01-03,1
20211221,35021,Harding County,NM,0.00,100.00,100.00,18.84,0.00,0.00,2021-12-21,2021-12-27,1
20211214,35021,Harding County,NM,0.00,100.00,100.00,18.59,0.00,0.00,2021-12-14,2021-12-20,1
20211207,35021,Harding County,NM,0.00,100.00,100.00,18.59,0.00,0.00,2021-12-07,2021-12-13,1
20211130,35021,Harding County,NM,0.00,100.00,100.00,18.59,0.00,0.00,2021-11-30,2021-12-06,1
20211123,35021,Harding County,NM,0.00,100.00,100.00,18.59,0.00,0.00,2021-11-23,2021-11-29,1
20211116,35021,Harding County,NM,0.00,100.00,100.00,2.25,0.00,0.00,2021-11-16,2021-11-22,1
20211109,35021,Harding County,NM,0.00,100.00,78.74,2.25,0.00,0.00,2021-11-09,2021-11-15,1
20211102,35021,Harding County,NM,0.00,100.00,78.74,2.25,0.00,0.00,2021-11-02,2021-11-08,1
20211026,35021,Harding County,NM,0.00,100.00,78.77,2.25,0.00,0.00,2021-10-26,2021-11-01,1
20211019,35021,Harding County,NM,0.00,100.00,79.02,2.25,0.00,0.00,2021-10-19,2021-10-25,1
20211012,35021,Harding County,NM,0.00,100.00,79.02,2.33,0.00,0.00,2021-10-12,2021-10-18,1
20211005,35021,Harding County,NM,0.00,100.00,79.02,2.33,0.00,0.00,2021-10-05,2021-10-11,1
20210928,35021,Harding County,NM,0.00,100.00,79.31,2.33,0.00,0.00,2021-09-28,2021-10-04,1
20210921,35021,Harding County,NM,0.00,100.00,79.46,2.33,0.00,0.00,2021-09-21,2021-09-27,1
20210914,35021,Harding County,NM,0.00,100.00,52.28,1.95,0.00,0.00,2021-09-14,2021-09-20,1
20210907,35021,Harding County,NM,20.94,79.06,52.28,1.95,0.00,0.00,2021-09-07,2021-09-13,1
20210831,35021,Harding County,NM,20.74,79.26,52.28,1.89,0.00,0.00,2021-08-31,2021-09-06,1
20210824,35021,Harding County,NM,21.13,78.87,53.11,2.02,0.00,0.00,2021-08-24,2021-08-30,1
20210817,35021,Harding County,NM,21.13,78.87,53.11,2.02,0.00,0.00,2021-08-17,2021-08-23,1
20210810,35021,Harding County,NM,21.13,78.87,53.11,2.02,0.00,0.00,2021-08-10,2021-08-16,1
20210803,35021,Harding County,NM,21.91,78.09,51.13,2.02,0.00,0.00,2021-08-03,2021-08-09,1
20210727,35021,Harding County,NM,18.91,81.09,63.16,1.95,0.00,0.00,2021-07-27,2021-08-02,1
20210720,35021,Harding County,NM,18.91,81.09,63.16,1.95,0.00,0.00,2021-07-20,2021-07-26,1
20210713,35021,Harding County,NM,18.91,81.09,63.15,1.95,0.00,0.00,2021-07-13,2021-07-19,1
20210706,35021,Harding County,NM,18.51,81.49,63.62,2.38,0.00,0.00,2021-07-06,2021-07-12,1
20210629,35021,Harding County,NM,0.00,100.00,75.82,32.37,0.00,0.00,2021-06-29,2021-07-05,1
20210622,35021,Harding County,NM,0.00,100.00,77.21,32.37,0.00,0.00,2021-06-22,2021-06-28,1
20210615,35021,Harding County,NM,0.00,100.00,66.16,32.26,0.00,0.00,2021-06-15,2021-06-21,1
20210608,35021,Harding County,NM,0.00,100.00,82.47,32.26,0.00,0.00,2021-06-08,2021-06-14,1
20210601,35021,Harding County,NM,0.00,100.00,100.00,69.57,32.50,0.00,2021-06-01,2021-06-07,1
20210525,35021,Harding County,NM,0.00,100.00,100.00,69.57,32.50,0.00,2021-05-25,2021-05-31,1
20210518,35021,Harding County,NM,0.00,100.00,100.00,68.15,32.41,0.00,2021-05-18,2021-05-24,1
20210511,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,3.09,2021-05-11,2021-05-17,1
20210504,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,3.09,2021-05-04,2021-05-10,1
20210427,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,3.09,2021-04-27,2021-05-03,1
20210420,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,3.09,2021-04-20,2021-04-26,1
20210413,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,3.09,2021-04-13,2021-04-19,1
20210406,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,3.09,2021-04-06,2021-04-12,1
20210330,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,3.09,2021-03-30,2021-04-05,1
20210323,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,3.09,2021-03-23,2021-03-29,1
20210316,35021,Harding County,NM,0.00,100.00,100.00,100.00,62.32,3.09,2021-03-16,2021-03-22,1
20210309,35021,Harding County,NM,0.00,100.00,100.00,100.00,78.23,3.09,2021-03-09,2021-03-15,1
20210302,35021,Harding County,NM,0.00,100.00,100.00,100.00,75.19,3.09,2021-03-02,2021-03-08,1
20210223,35021,Harding County,NM,0.00,100.00,100.00,100.00,75.19,3.09,2021-02-23,2021-03-01,1
20210216,35021,Harding County,NM,0.00,100.00,100.00,100.00,76.47,3.09,2021-02-16,2021-02-22,1
20210209,35021,Harding County,NM,0.00,100.00,100.00,100.00,76.47,3.09,2021-02-09,2021-02-15,1
20210202,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2021-02-02,2021-02-08,1
20210126,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2021-01-26,2021-02-01,1
20210119,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2021-01-19,2021-01-25,1
20210112,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2021-01-12,2021-01-18,1
20210105,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2021-01-05,2021-01-11,1
20201229,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2020-12-29,2021-01-04,1
20201222,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2020-12-22,2020-12-28,1
20201215,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2020-12-15,2020-12-21,1
20201208,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2020-12-08,2020-12-14,1
20201201,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2020-12-01,2020-12-07,1
20201124,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,3.09,2020-11-24,2020-11-30,1
20201117,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,0.00,2020-11-17,2020-11-23,1
20201110,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.07,0.00,2020-11-10,2020-11-16,1
20201103,35021,Harding County,NM,0.00,100.00,100.00,100.00,67.06,0.00,2020-11-03,2020-11-09,1
20201027,35021,Harding County,NM,0.00,100.00,100.00,100.00,81.88,0.00,2020-10-27,2020-11-02,1
20201020,35021,Harding County,NM,0.00,100.00,100.00,100.00,81.88,0.00,2020-10-20,2020-10-26,1
20201013,35021,Harding County,NM,0.00,100.00,100.00,100.00,14.92,0.00,2020-10-13,2020-10-19,1
20201006,35021,Harding County,NM,0.00,100.00,100.00,87.49,14.92,0.00,2020-10-06,2020-10-12,1
20200929,35021,Harding County,NM,0.00,100.00,100.00,87.31,14.92,0.00,2020-09-29,2020-10-05,1
20200922,35021,Harding County,NM,0.00,100.00,100.00,87.31,2.06,0.00,2020-09-22,2020-09-28,1
20200915,35021,Harding County,NM,0.00,100.00,100.00,87.31,2.06,0.00,2020-09-15,2020-09-21,1
20200908,35021,Harding County,NM,0.00,100.00,100.00,87.31,2.06,0.00,2020-09-08,2020-09-14,1
20200901,35021,Harding County,NM,0.00,100.00,100.00,87.31,2.06,0.00,2020-09-01,2020-09-07,1
20200825,35021,Harding County,NM,0.00,100.00,100.00,86.04,2.06,0.00,2020-08-25,2020-08-31,1
20200818,35021,Harding County,NM,0.00,100.00,100.00,86.04,2.06,0.00,2020-08-18,2020-08-24,1
20200811,35021,Harding County,NM,0.00,100.00,100.00,86.04,2.06,0.00,2020-08-11,2020-08-17,1
20200804,35021,Harding County,NM,0.00,100.00,100.00,86.04,2.06,0.00,2020-08-04,2020-08-10,1
20200728,35021,Harding County,NM,0.00,100.00,100.00,86.04,2.06,0.00,2020-07-28,2020-08-03,1
20200721,35021,Harding County,NM,0.00,100.00,100.00,86.04,2.06,0.00,2020-07-21,2020-07-27,1
20200714,35021,Harding County,NM,0.00,100.00,100.00,100.00,75.24,0.00,2020-07-14,2020-07-20,1
20200707,35021,Harding County,NM,0.00,100.00,100.00,100.00,75.24,0.00,2020-07-07,2020-07-13,1
20200630,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,0.00,2020-06-30,2020-07-06,1
20200623,35021,Harding County,NM,0.00,100.00,100.00,100.00,58.58,0.00,2020-06-23,2020-06-29,1
20200616,35021,Harding County,NM,0.00,100.00,100.00,100.00,56.67,0.00,2020-06-16,2020-06-22,1
20200609,35021,Harding County,NM,0.00,100.00,100.00,100.00,0.00,0.00,2020-06-09,2020-06-15,1
20200602,35021,Harding County,NM,0.00,100.00,100.00,93.65,0.00,0.00,2020-06-02,2020-06-08,1
20200526,35021,Harding County,NM,0.00,100.00,100.00,90.33,0.00,0.00,2020-05-26,2020-06-01,1
20200519,35021,Harding County,NM,0.00,100.00,100.00,90.13,0.00,0.00,2020-05-19,2020-05-25,1
20200512,35021,Harding County,NM,0.00,100.00,97.06,59.69,0.00,0.00,2020-05-12,2020-05-18,1
20200505,35021,Harding County,NM,0.00,100.00,79.42,33.59,0.00,0.00,2020-05-05,2020-05-11,1
20200428,35021,Harding County,NM,0.00,100.00,55.65,5.16,0.00,0.00,2020-04-28,2020-05-04,1
20200421,35021,Harding County,NM,0.00,100.00,55.65,5.16,0.00,0.00,2020-04-21,2020-04-27,1
20200414,35021,Harding County,NM,0.72,99.28,28.51,5.11,0.00,0.00,2020-04-14,2020-04-20,1
20200407,35021,Harding County,NM,0.72,99.28,28.51,5.11,0.00,0.00,2020-04-07,2020-04-13,1
20200331,35021,Harding County,NM,0.72,99.28,28.51,5.11,0.00,0.00,2020-03-31,2020-04-06,1
20200324,35021,Harding County,NM,0.72,99.28,28.80,5.11,0.00,0.00,2020-03-24,2020-03-30,1
20200317,35021,Harding County,NM,0.72,99.28,28.80,5.11,0.00,0.00,2020-03-17,2020-03-23,1
20200310,35021,Harding County,NM,0.72,99.28,28.80,5.11,0.00,0.00,2020-03-10,2020-03-16,1
